% Model:              gan_lamb_eigen.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jun 20 2024, 11:04
% Table:              Eigenfrequencies (Study 1) 1 - 
% pitch (m)                                       Eigenfrequency (Hz)                               Angular frequency (rad/s)                         Damping ratio (1)                                 Quality factor (1)
5.0E-7                                            8.240420357852661E9+2.0600922139702022E7i         5.177608811744339E10+1.2943941130252638E8i        0.0024999765628819334                             200.00187498702306
5.0E-7                                            8.272094392636965E9+2.0680106731793694E7i         5.197510194741922E10+1.299369427681118E8i         0.0024999765628857303                             200.00187498671926
5.0E-7                                            8.441834239209073E9+2.1104453695947252E7i         5.304160885744401E10+1.3260319337842768E8i        0.0024999765628708043                             200.0018749879134
5.0E-7                                            8.497262336351894E9+2.124302307269669E7i          5.338987386301671E10+1.3347385045044479E8i        0.002499976562864449                              200.0018749884218
5.0E-7                                            8.530899543801757E9+2.1327115565908946E7i         5.3601222670640236E10+1.3400221916824013E8i       0.0024999765628835407                             200.00187498689448
5.0E-7                                            8.776447813634502E9+2.194098240389207E7i          5.514404795185671E10+1.378592582652205E8i         0.0024999765628885263                             200.0018749864956
5.0E-7                                            9.618094444164253E9+2.4045085829541884E7i         6.043226969463844E10+1.5107972999404964E8i        0.002499976562876169                              200.0018749874842
5.0E-7                                            9.677733609981834E9+2.4194182812212855E7i         6.080699362503592E10+1.5201653396491268E8i        0.002499976562873841                              200.00187498767045
5.0E-7                                            9.751709255661333E9+2.4379120770567276E7i         6.1271796315058464E10+1.5317853342758498E8i       0.0024999765628749716                             200.00187498758
5.0E-7                                            1.0336941319036345E10+2.584219178489784E7i        6.494891781694673E10+1.623712797281871E8i         0.002499976562878042                              200.00187498733436
5.0E-7                                            1.0508247617807796E10+2.62704548552045E7i         6.602526703641483E10+1.6506213595914555E8i        0.0024999765628785707                             200.00187498729207
5.0E-7                                            1.0583217845087126E10+2.6457879252052717E7i       6.649631886693223E10+1.6623975817562926E8i        0.0024999765628828264                             200.0018749869516
5.0E-7                                            1.0608012785239777E10+2.6519866214712497E7i       6.665211007059177E10+1.6662923374864987E8i        0.0024999765628539936                             200.00187498925828
